Date,^GSPC
2003-02-28,-0.01700360825687175
2003-03-31,0.008357567684332823
2003-04-30,0.0810441071800323
2003-05-31,0.050898709609522585
2003-06-30,0.011322214676852127
2003-07-31,0.016223701958536507
2003-08-31,0.017873203593487874
2003-09-30,-0.011944364585525724
2003-10-31,0.05496148663571665
2003-11-30,0.0071285040713728876
2003-12-31,0.05076554077889206
2004-01-31,0.017276386950755285
2004-02-29,0.01220897373761054
2004-03-31,-0.01635891961786684
2004-04-30,-0.016790751960348183
2004-05-31,0.01208345009735412
2004-06-30,0.017988998771432563
2004-07-31,-0.034290519520026264
2004-08-31,0.0022873503233691306
2004-09-30,0.009363875526838816
2004-10-31,0.014014243690939843
2004-11-30,0.03859493629597055
2004-12-31,0.03245821284320516
2005-01-31,-0.025290467442294018
2005-02-28,0.018903346132113308
2005-03-31,-0.01911765556028966
2005-04-30,-0.020108582083263493
2005-05-31,0.02995204663120865
2005-06-30,-0.00014271417986777557
2005-07-31,0.03596828690361842
2005-08-31,-0.011222104598600069
2005-09-30,0.00694902431673361
2005-10-31,-0.01774077993231349
2005-11-30,0.035186096519093324
2005-12-31,-0.0009523493171964548
2006-01-31,0.025466771341108085
2006-02-28,0.0004531577283561905
2006-03-31,0.011095810408889628
2006-04-30,0.01215565291784415
2006-05-31,-0.030916916538203165
2006-06-30,8.659650459597046e-05
2006-07-31,0.0050858788034533475
2006-08-31,0.02127419311502643
2006-09-30,0.024566297967782313
2006-10-31,0.03150800358539563
2006-11-30,0.016466656343095964
2006-12-31,0.012615782814670462
2007-01-31,0.014059043023177953
2007-02-28,-0.021846175991944383
2007-03-31,0.009979982939206433
2007-04-30,0.043290690426759815
2007-05-31,0.032549228707361655
2007-06-30,-0.01781632254788501
2007-07-31,-0.03198187836198829
2007-08-31,0.012863572018857905
2007-09-30,0.03579400817860079
2007-10-31,0.014822338223554832
2007-11-30,-0.04404341737941575
2007-12-31,-0.008628508561297932
2008-01-31,-0.06116343227776988
2008-02-29,-0.03476119273728817
2008-03-31,-0.005959623397817415
2008-04-30,0.047546697641229096
2008-05-31,0.01067418170406853
2008-06-30,-0.08596238482631446
2008-07-31,-0.009859371185302779
2008-08-31,0.012190464669121548
2008-09-30,-0.09079143354379215
2008-10-31,-0.16942452401777075
2008-11-30,-0.0748490423387097
2008-12-31,0.007821576633499472
2009-01-31,-0.08565734305805428
2009-02-28,-0.10993119762019943
2009-03-31,0.08540446199532292
2009-04-30,0.09392507914826331
2009-05-31,0.05308144638516654
2009-06-30,0.00019582726560996022
2009-07-31,0.07414172714778422
2009-08-31,0.03356018886854417
2009-09-30,0.03572334572311964
2009-10-31,-0.019762000526814205
2009-11-30,0.05736406145372763
2009-12-31,0.028102588396886174
